iter	Logloss
282	0.1203025293
283	0.1198210567
284	0.1195577849
285	0.1192806286
286	0.1190349656
287	0.1186420783
288	0.1183615776
289	0.1182210962
290	0.1178435902
291	0.1173848795
292	0.1172687149
293	0.1170021498
294	0.1169600461
295	0.1166678882
296	0.1161683077
297	0.1159378614
298	0.1155130845
299	0.1151889175
300	0.1149517551
301	0.1146348338
302	0.1142316057
303	0.1137705968
304	0.113550889
305	0.1131556578
306	0.1127347134
307	0.112373999
308	0.1120684521
309	0.1118917263
310	0.1116685721
311	0.1114652531
312	0.1111988247
313	0.1110267492
314	0.1107285316
315	0.1105261337
316	0.1103457268
317	0.1102696682
318	0.1099724489
319	0.1097614608
320	0.1095063871
321	0.1091346098
322	0.1088967083
323	0.1084602628
324	0.1082461141
325	0.1080463654
326	0.1075407515
327	0.1073641099
328	0.1070827967
329	0.106815163
330	0.106628585
331	0.1062536829
332	0.1059681564
333	0.1058348412
334	0.1054974498
335	0.1053072158
336	0.1050014665
337	0.1048098291
338	0.1045106553
339	0.1041498374
340	0.1038711658
341	0.103733167
342	0.1034876503
343	0.103261877
344	0.1031419808
345	0.1027261821
346	0.1023016419
347	0.1019256555
348	0.1015851432
349	0.1013385184
350	0.1011964042
351	0.100989282
352	0.1007575713
353	0.1004147454
354	0.1001318078
355	0.09985439717
356	0.09961956195
357	0.09936798403
358	0.09908665517
359	0.09891700947
360	0.09842904358
361	0.09834271606
362	0.09810695274
363	0.09778374067
364	0.0975581114
365	0.09741648848
366	0.09728936861
367	0.09705024009
368	0.09688199705
369	0.0964661009
370	0.0964272169
371	0.09622177501
372	0.09604039061
373	0.09567535101
374	0.09546976788
375	0.09527731853
376	0.09520926597
377	0.09507001003
378	0.09473651913
379	0.09455804789
380	0.09439060364
381	0.09411426006
382	0.09388737238
383	0.0936441419
384	0.09348442575
385	0.09327386494
386	0.09305710347
387	0.09290094006
388	0.09258274845
389	0.09244233534
390	0.09229495368
391	0.09211879222
392	0.09194649253
393	0.0917853732
394	0.09159859224
395	0.09138898738
396	0.09111393586
397	0.09090981311
398	0.09059397076
399	0.09038847217
400	0.09010382164
401	0.09001119172
402	0.08979075426
403	0.08968455523
404	0.08945578628
405	0.08921430015
406	0.08898042418
407	0.08877899287
408	0.08854251303
409	0.08833007954
410	0.08805981158
411	0.08789105982
412	0.08762457315
413	0.08731263306
414	0.08709752838
415	0.08686933902
416	0.08671748157
417	0.08662952486
418	0.08643473587
419	0.08623472191
420	0.08616013942
421	0.0858934528
422	0.08560156468
423	0.08541752933
424	0.08527402311
425	0.08509917067
426	0.08492882793
427	0.0847592941
428	0.08463346933
429	0.0843674767
430	0.08423787419
431	0.08407705503
432	0.08384688695
433	0.08372830788
434	0.08347951784
435	0.08328643017
436	0.08303260348
437	0.0828854734
438	0.08269537027
439	0.08260442345
440	0.08233516636
441	0.08221648807
442	0.0818974415
443	0.08158997163
444	0.08143846953
445	0.08128384724
446	0.08120572694
447	0.08099151012
448	0.08083610373
449	0.0806197862
450	0.08042158139
451	0.08023025883
452	0.07999405132
453	0.07981145407
454	0.07971000216
455	0.07959595455
456	0.07932953318
457	0.07918233679
458	0.07900180685
459	0.07872877404
460	0.07858209904
461	0.07849370598
462	0.07835945658
463	0.07811302592
464	0.07789320348
465	0.07774101549
466	0.07755941089
467	0.07737071043
468	0.07722184663
469	0.07702844361
470	0.0768670646
471	0.07666206157
472	0.07648056024
473	0.07636005104
474	0.07624838408
475	0.07602477074
476	0.07578158581
477	0.07556644316
478	0.07542698449
479	0.07539318878
480	0.0752429866
481	0.07510071094
482	0.07488099886
483	0.07463997792
484	0.07445950366
485	0.07432156308
486	0.07405732442
487	0.07380314997
488	0.07366678619
489	0.0735262154
490	0.07343603547
491	0.07341134725
492	0.07326681295
493	0.0731375511
494	0.07295082633
495	0.07284367464
496	0.07264716205
497	0.07248576938
498	0.07240239729
499	0.07234065345
